"inventoryItemId","productId","price"
"e80b4924-9a9b-4c4f-bc76-f7b231a688b4","c24fec47-723f-4d37-8135-c88e70046a11","1199.00"
"f87137a9-70ca-405c-910f-1fb4d5ea5376","f6281c53-7d9f-4616-bc80-7f6605dddbee","879.00"
"0b42cbcc-7e36-4aa4-ae95-24de648374d2","f6281c53-7d9f-4616-bc80-7f6605dddbee","879.00"
"c9801536-6121-49a6-baa5-04c1d4037749","f6281c53-7d9f-4616-bc80-7f6605dddbee","879.00"
"7ab79911-4efa-4efd-b4b5-b2d14647e6e4","f6281c53-7d9f-4616-bc80-7f6605dddbee","879.00"
"612ded32-5905-4e01-b738-999584416336","46da479e-bb59-4cbc-91ac-2d7e8135c1b8","699.99"
"bd872b15-5b4b-4433-8801-9fa961b67417","46da479e-bb59-4cbc-91ac-2d7e8135c1b8","699.99"
"df6b0042-51ad-4b54-ac93-f5103c4c8135","46da479e-bb59-4cbc-91ac-2d7e8135c1b8","699.99"
"46ca1998-6b3d-48a8-aee3-a5c5f69c599f","46da479e-bb59-4cbc-91ac-2d7e8135c1b8","699.99"
"4e6f4370-1b0e-4038-aa00-d238ffb347b4","3fb668a0-3fb3-48c0-940a-7e9e9e50aa5f","699.99"
"1f272959-41f5-4213-82a1-22423bf3b618","3fb668a0-3fb3-48c0-940a-7e9e9e50aa5f","699.99"
"e9c63fed-2f0f-4556-9408-c808e84280cb","3fb668a0-3fb3-48c0-940a-7e9e9e50aa5f","699.99"
"0dbe4834-692b-488c-af07-960357c2f905","3fb668a0-3fb3-48c0-940a-7e9e9e50aa5f","699.99"
"465fac12-ac3c-48e9-bc2b-4cdb1831b3a6","5f68bba9-29a9-42e3-b3c7-cf1f7413baca","1049.99"
"c1b52d1b-f854-495e-a142-b0a52f653f71","5f68bba9-29a9-42e3-b3c7-cf1f7413baca","1049.99"
"05b53a8f-f070-4dc1-a5b0-80839fcbf8c6","5f68bba9-29a9-42e3-b3c7-cf1f7413baca","1049.99"
"0103dd9a-f139-4631-9b78-7b748ad0cbdf","a27e933a-0235-4aab-8b11-381459cb4226","1599.99"
"1a849413-7edf-487d-b823-b31f087b6b26","a27e933a-0235-4aab-8b11-381459cb4226","1599.99"
"7b2cdeef-e5c7-4786-9b30-00638507df6d","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"4529719b-4cec-49a3-a3ae-edf222ef21b9","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"4126d442-94bc-443d-9919-d342431b273c","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"87a472f7-a37f-4cda-9e2f-aa930b6bafaf","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"639e71fa-abc9-411d-bfb5-597acc83e5fd","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"e4f0daae-3f04-4428-a57f-bb375be3d552","a0f40f11-b940-465b-bc7e-fd78156f6864","299.00"
"353442d5-1886-414a-8682-f7452dd17a71","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"c9a53204-6da0-467f-82b8-5d90ad2037a4","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"421c2027-9828-4237-aa28-551cc83cd789","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"de97b17f-8d5c-4267-a06c-e3a7bee69361","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"d29d7c32-bdf2-45eb-a2a2-723fd80b1fde","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"f3be4e43-94dc-43d7-a5d0-ebe4e16d6042","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"ce51b43c-185f-4fd3-bd8f-593fcbcc2c89","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"150e625a-bb7a-4544-912b-7612c1392438","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"b956d7cc-ba25-4d25-a86b-86e564863c30","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"ce0a2fd7-3a02-43c6-9fde-1fc5c9883576","be248975-1d19-4dc3-9fdb-96d4dc53ecaa","29.99"
"cfcdd9af-7ed4-4ddc-b7a6-738734aa3648","3fff9776-e344-4553-b0c1-3eedfbbcf3a2","29.99"
"19052f91-e84e-4118-94c1-ec06c02e5041","3fff9776-e344-4553-b0c1-3eedfbbcf3a2","29.99"
"e18c160d-539a-4cd3-ae7f-fe8cbcde6a57","3fff9776-e344-4553-b0c1-3eedfbbcf3a2","29.99"
"de258793-a816-4c3c-930b-654d609c9682","5e182914-292e-469f-aba6-1a0bdcdd9b84","5.99"
"f65b4711-72a3-4eaf-aaf5-b9205adf303d","5e182914-292e-469f-aba6-1a0bdcdd9b84","5.99"
"f9dfa42d-3842-44d6-9c69-77990a76d7c0","5e182914-292e-469f-aba6-1a0bdcdd9b84","5.99"
"3d9dbc18-196a-4e4c-9ae1-675b468a6a16","5e182914-292e-469f-aba6-1a0bdcdd9b84","5.99"
